indonesia,wisata,desa,bali,kota,pariwisata,menjadi,tahun,sandiaga,tersebut,ekonomi,wisatawan,jalan,rp,masyarakat,hari,kata,mandalika,lebih,negara,hotel,satu,akan,hingga,orang,budaya,ada,turis,kreatif,kabupaten,dunia,banyak,itu,bus,jawa,juga,jakarta,menteri,kawasan,memiliki,event,warga,pemerintah,jadi,salah,merupakan,acara,kegiatan,daerah,bisa
0.0,0.019863604865217124,0.0,0.0,0.02978003607180394,0.030934484933524232,0.06362552812233888,0.016430104709481187,0.0,0.03580562932344511,0.0,0.010974632282679189,0.0,0.0,0.0,0.0,0.0,0.0,0.00841688049399727,0.0,0.0,0.01611576836292995,0.017876852142735176,0.017117453339010952,0.010611962405848318,0.04772137207174665,0.0,0.0,0.0,0.0,0.035999403239150865,0.0,0.007695219502915258,0.0,0.0,0.025059122796917573,0.0,0.0,0.034823007223410786,0.009674566918658634,0.0,0.0,0.0,0.0,0.017290055378614843,0.018067564723853836,0.0,0.0,0.011019092905246358,0.0
0.0,0.0,0.0,0.0,0.0,0.005630750257882355,0.00772082159339072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05018484417527483,0.010667852804738084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018694496774725088,0.011589650226620566,0.0,0.0,0.0,0.0,0.025330678165155142,0.0,0.01031145195889423,0.0,0.0,0.0704706495857645,0.0,0.0,0.0,0.0,0.0,0.0,0.05314634678301488,0.0,0.0,0.009441500382936329,0.04933035653257086,0.0,0.0,0.0,0.01071682686681913
0.0,0.018338791725283594,0.0,0.0,0.01832933088087367,0.00951994162479905,0.06526818585291919,0.030337722718134938,0.0,0.0,0.0,0.0,0.0,0.0,0.03393912108458034,0.0,0.0,0.0,0.031083062596821514,0.0,0.0,0.0,0.0,0.03160689248315359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028418009460391212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01858826079811166,0.0,0.0,0.016680623114590672,0.0,0.0,0.0,0.0
0.030524459923321517,0.10798254635632516,0.5289251839277345,0.0,0.017987806495775336,0.032698958908438894,0.04483644567049553,0.05210178736557364,0.0,0.012976439588790101,0.017121429756224875,0.019886768577493292,0.010911117066945438,0.011208368788966484,0.03330674462007534,0.0,0.0,0.0,0.02287792659705564,0.0,0.0,0.0073007128536755825,0.0,0.038772464582504405,0.019229586475643146,0.010809290212951857,0.04008738798360807,0.0,0.0,0.0,0.0,0.034217591256990774,0.006972126512567281,0.0,0.0,0.0,0.0,0.0,0.021033873633510215,0.0,0.03902311847970108,0.0,0.027362867785725317,0.02766694259137631,0.015665369059755664,0.0,0.0,0.0,0.01996733420274891,0.026672092550296747
0.026752268787979202,0.03154604658899283,0.0,0.0,0.0,0.06550410223730457,0.03368193383520295,0.013046595825486848,0.0,0.04549128150504057,0.0,0.03485835160693307,0.0,0.0,0.0,0.0,0.02393633342392214,0.0,0.0,0.0,0.0,0.0,0.0,0.013592396349539647,0.0,0.0,0.0,0.0,0.0,0.03683486339026973,0.11434368126671646,0.029989005567460845,0.024442064227382373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013729453847905262,0.0,0.0,0.0,0.05249935555746503,0.015583982830727238
0.0,0.0,0.0,0.0,0.0,0.005925753564239408,0.00812532681801061,0.009441962756346718,0.0,0.016461266657390648,0.0,0.0,0.08304780660674654,0.0,0.0,0.03368027201630802,0.017322983844618053,0.0,0.0,0.0,0.0,0.00926132166308636,0.0,0.009836964509251004,0.0,0.0,0.010170573810808718,0.0,0.0,0.0,0.0,0.01085168412723759,0.00884449335329076,0.0,0.0,0.0,0.014146646421235943,0.0,0.0,0.0,0.0,0.0,0.011570391607285398,0.0,0.009936154505810731,0.020765938651878323,0.0,0.0,0.0,0.011278297224155978
0.0,0.013759038197361096,0.018380500253658033,0.036705530237300624,0.0,0.007142522932504289,0.009793747327253546,0.0,0.0,0.01984135406980464,0.0,0.015203724178362991,0.03336683156285367,0.1199654562529325,0.0,0.013532012575368237,0.0,0.0,0.0,0.0,0.0,0.011163002586386422,0.0,0.011856845518781595,0.0,0.0,0.012258956754262673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03471569537298912,0.0,0.0,0.016080702698393883,0.013402676571546389,0.0,0.0,0.0,0.0,0.011976402772964136,0.012514964673109526,0.0,0.016688847922107376,0.0,0.01359413544452268
0.0,0.0286499189766157,0.0,0.028661445631445195,0.0,0.011154451733994469,0.0254914318299767,0.023697670785237036,0.0,0.005164361584838768,0.0,0.03165813333787064,0.0,0.08029269034196954,0.006627706747101271,0.0,0.010869412927195617,0.0,0.01820990795667263,0.0,0.0,0.017433219988646918,0.0,0.02468905591791247,0.04591792856937544,0.025811278703920852,0.012763178381713593,0.0,0.0,0.0,0.0,0.006808956054709085,0.005549531838801638,0.0,0.0,0.0,0.0,0.0,0.016742116083535256,0.0,0.0,0.0,0.0,0.007340590589130693,0.024938005415418293,0.019544574195703816,0.0,0.0,0.007946596830566241,0.0
0.016047826988136463,0.0,0.0,0.0,0.018913697884609042,0.019646903745782658,0.02693961403657713,0.0,0.0,0.0,0.018002725893112543,0.0,0.0,0.02357060057362551,0.01751057599524114,0.0,0.04307591336216533,0.0,0.016037019002644884,0.02179369769357445,0.027571105761933456,0.0,0.06812296259284631,0.0,0.0,0.0,0.0,0.0,0.022137104946335424,0.06628815516584924,0.0,0.017989441445396968,0.029324018913132383,0.0,0.0,0.031830765865523525,0.0,0.022636917182883767,0.0,0.0,0.21883608724646245,0.023179885269822228,0.0,0.0,0.0,0.0,0.02287110768010756,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.027180663107135107,0.0035292931283878053,0.014517981448520165,0.0,0.0,0.004902046184394863,0.0,0.015025054809249733,0.04121839385875227,0.04234130716618741,0.0,0.006686494316758123,0.0,0.0,0.005761655037171816,0.0,0.0,0.04964318326080042,0.006118671595160663,0.005858753805795568,0.0,0.0,0.024229786725432564,0.0,0.0,0.0,0.0,0.012926212272079332,0.0052676523377912735,0.0,0.0,0.005717954579210877,0.0,0.0,0.01589172735443778,0.01324517254560022,0.0,0.0,0.0,0.027870948613894456,0.02367131973329599,0.03710367827184717,0.0,0.0,0.0,0.026868762908629655
0.0,0.03694171686436866,0.0,0.0,0.0,0.00958849943161143,0.013147642866270935,0.0,0.0,0.013318039999209247,0.017572145639550948,0.12246168645467455,0.0,0.0,0.0,0.0,0.014015215022636016,0.0,0.0,0.0,0.0,0.01498580333113671,0.0,0.03183450934407583,0.09867899437997806,0.0,0.01645706999909953,0.14773509539708543,0.02160764066867515,0.02156756933491373,0.0,0.07023671569062272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0160777546346712,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.17932715167959096,0.008467223811568628,0.0,0.013491484418276613,0.0,0.0,0.0,0.0,0.0,0.0,0.015093061781097601,0.03208350331650412,0.0,0.0,0.013822944411271047,0.0,0.0,0.0,0.0,0.0,0.0,0.019593062829149827,0.04359775873969332,0.0,0.0,0.03809093131469237,0.0,0.0,0.0,0.0,0.0,0.013718101445622473,0.0,0.0,0.0,0.03177685623910523,0.0,0.0,0.04959829712676656,0.0,0.0,0.02967215027027973,0.0,0.05935222547371092,0.09048263712457373,0.016115396257214937
0.0,0.08512352047129552,0.0,0.0,0.060771147063400685,0.006312699315383592,0.017311804983205413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011252561984059096,0.011959853307791661,0.009227078638255646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02166940411427361,0.0,0.0,0.0,0.0,0.011560288192572581,0.0,0.0,0.0,0.010227466703528717,0.0,0.0,0.08527460832060313,0.011845543656916748,0.0,0.0,0.0,0.0,0.010584975407162049,0.0,0.0,0.014749925180217801,0.0,0.0
0.0,0.06593963612284678,0.0,0.0,0.03295280918081799,0.008557563334237121,0.023468069707156636,0.027270858772985823,0.0,0.0,0.0,0.018215808867833187,0.0199886494632386,0.0,0.015254094491139769,0.0,0.02501665480706046,0.0,0.0,0.0,0.0,0.0267491200339096,0.0,0.0,0.0,0.0,0.014687639063623512,0.0,0.019284430775061315,0.0,0.0,0.015671251461144887,0.0,0.0,0.0,0.027728928526965665,0.0,0.0,0.0,0.0,0.0,0.060578503007966494,0.0,0.01689484262657585,0.028698213842497072,0.029988731944700867,0.0,0.0,0.0,0.032574673162417786
0.014090548908661547,0.03323090956209667,0.0,0.0,0.06642753197270845,0.008625331589702774,0.011826957925315193,0.08246045882426183,0.0,0.0,0.0,0.0,0.0,0.0,0.015374893290049846,0.0,0.0,0.0,0.04224317736718252,0.0,0.16945871247497898,0.013480474582184307,0.0,0.04295508401182634,0.0,0.0,0.01480395204167285,0.0,0.0,0.0,0.0,0.047386061311589005,0.051495012128366616,0.0,0.021589759523362933,0.04192277529785329,0.0,0.0,0.038838207249673996,0.03237022287826135,0.0240182096975336,0.0,0.016841480691639273,0.017028634684718047,0.028925478054414196,0.015113107953457878,0.0,0.040307003152407955,0.0,0.0
